ID|Victim|Domain|Date|Country|Title|Summary|URL
405|Keenan & Associates|keenan.com|2023-08-21|USA|COC alerts employees to third-party data breach|Le College of the Canyons a informé plus de 2 400 employés actuels et anciens d'une violation de données non autorisée survenue via leur fournisseur d'assurance, Keenan & Associates, entre le 21 et le 27 août 2023. Des informations privées, y compris les numéros de sécurité sociale et les informations d'assurance maladie, ont été compromises lors de l'incident, qui a été qualifié d'attaque de ransomware. Keenan a promis de contacter les personnes affectées après les vacances et a offert une adhésion gratuite de 24 mois à Experian IdentityWorks pour aider à la protection contre le vol d'identité.|https://signalscv.com/2023/12/coc-alerts-employees-to-third-party-data-breach/
406|Hôpital municipal Sfânta Treime de Chișinău|treime.md|2023-08-21|MDA|"Spitalul Sf. Treime din capitală sub atac cibernetic. Ceban: Cer directorului instituției să verifice dacă datele personale ale pacienților sunt în siguranță | Politic | UNIMEDIA"|"L'hôpital municipal clinique ""Sfânta Treime"" de Chișinău a été la cible d'une cyberattaque. L'annonce a été faite par le maire Ion Ceban lors d'une réunion opérationnelle des services municipaux. Ion Ceban a également demandé au directeur de l'établissement de vérifier si les données personnelles des patients étaient en sécurité. L'incident souligne l'importance de la cybersécurité dans le secteur de la santé. Aucune information supplémentaire sur la nature ou l'ampleur de l'attaque n'a été fournie."|https://unimedia.info/ro/news/21cfdf0f81811853/spitalul-sf-treime-din-capitala-sub-atac-cibernetic-ceban-cer-directorului-institutiei-sa-verifice-daca-datele-personale-ale-pacientilor-sunt-in-siguranta.html
407|Le Centre Public d'Action Sociale (CPAS) de Charleroi|cpascharleroi.be|2023-08-21|BEL|Le CPAS de Charleroi subit une attaque informatique: tout le système est bloqué...|Le Centre Public d'Action Sociale (CPAS) de Charleroi a été victime d'une attaque informatique. Suite à cette cyberattaque, l'ensemble du système informatique est désormais bloqué. Malgré cela, les services continuent de fonctionner, bien que cela soit avec de nombreuses difficultés. Pour l'instant, aucune autre information n'a été fournie. Des détails supplémentaires sur l'incident seront partagés prochainement.|https://www.sudinfo.be/id699975/article/2023-08-21/le-cpas-de-charleroi-subit-une-attaque-informatique-tout-le-systeme-est-bloque
408|St Helens Council|sthelens.gov.uk|2023-08-21|GBR|"St Helens Council hit by suspected Ransomware cyber attack | St Helens Star"|"Le conseil local de St Helens a été victime d'une cyberattaque présumée par ransomware, affectant ses systèmes et réseaux informatiques. L'incident a été identifié le lundi 21 août et des experts en cybersécurité ont été alertés pour enquêter. Le conseil a mis en place des mesures de sécurité pour protéger ses réseaux informatiques et continue de fournir des services via son site web. Les résidents sont invités à être vigilants en ligne et à se méfier des communications qu'ils pourraient recevoir du conseil. Le conseil a également mis en garde contre les escroqueries en ligne, notamment les emails de phishing qui semblent réels et demandent des informations sensibles.
"|https://www.sthelensstar.co.uk/news/23740281.st-helens-council-hit-suspected-ransomware-cyber-attack/
409|Hosteur|hosteur.ch|2023-08-21|CHE|none|Le 21 août 2023, Hosteur se dit victime d'une cyberattaque avec cryptolocker. Sur Twitter, l'entreprise assure que ses équipes sont pleinement mobilisées et fait état de retours de congés en urgence pour faire face à la situation de crise.|https://twitter.com/hosteur_travaux/status/1693554557337399377
410|Carbon County|carboncountrypa.gov|2023-08-21|USA|Carbon hit with cyber attack - Times News Online|"Le système informatique du comté de Carbon a récemment subi une cyberattaque. L'incident, une attaque par rançongiciel, a été détecté lundi matin et annoncé par le président des commissaires, Wayne Nothstein. Dès la découverte de la violation, les responsables ont commencé à enquêter, à restaurer les opérations et à déterminer les effets de l'incident. Le comté a également fait appel à une entreprise nationalement reconnue en cybersécurité et en informatique légale pour mener l'enquête. Certains services en ligne pourraient être temporairement indisponibles jusqu'à ce que tout soit rectifié.
"|https://www.tnonline.com/20230823/carbon-hit-with-cyber-attack/
411|Digital ID|digitalid.co.uk|2023-08-21|GBR|"Hackers who targeted company which makes warrant cards for Met Police thought to be overseas | The Sun"|La société Digital ID, spécialisée dans la création de cartes de mandat pour la police métropolitaine (Met) de Londres, a été la cible d'une cyberattaque, vraisemblablement menée depuis l'étranger. Les pirates ont envoyé une demande de rançon au directeur de l'entreprise depuis un serveur étranger. Ils ont réussi à voler des informations détaillées sur les 47 000 policiers et employés civils de la Met, y compris des photos, des noms, des grades, des statuts de vérification, des numéros de paie et des détails de sécurité à partir d'une puce sur les cartes d'identité. L'incident a suscité des critiques, certains se demandant pourquoi une tâche aussi|https://www.thesun.co.uk/news/23684212/hackers-warrant-cards-met-police-overseas/
412|Kansai Nerolac Ltd.|nerolac.com|2023-08-20|IND|Kansai Nerolac reports ransomware indicent on Sunday, financial impact undisclosed|Kansai Nerolac Ltd., l'une des plus grandes entreprises de fabrication de peinture en Inde, a signalé une attaque de ransomware dimanche soir. L'infrastructure informatique de l'entreprise a été ciblée par cette cyberattaque. L'incident a affecté quelques systèmes, mais l'équipe technique de l'entreprise, avec l'aide d'experts en cybersécurité, a rapidement réagi pour atténuer l'impact. La société travaille activement à la restauration des systèmes affectés. L'impact financier de cette attaque de ransomware n'a pas été divulgué.|https://www.cnbctv18.com/market/stocks/kansai-nerolac-paints-share-price-cyber-crime-ransomware-attack-financial-impact-q1-results-17585291.htm
413|Singing River Health System|singingriverhealthsystem.org|2023-08-20|USA|Potential cyberattack throughout Singing River Health System|"Les responsables du Singing River Health System ont détecté une activité inhabituelle dans leur réseau, indiquant une éventuelle cyberattaque. Ils travaillent avec des spécialistes tiers pour enquêter sur la source de cette perturbation et confirmer son impact sur leurs systèmes. Le système de santé continue de voir des patients et des procédures de temps d'arrêt sont en place. L'équipe de sécurité informatique travaille sans relâche pour enquêter sur la situation et mettre en œuvre les mesures de sécurité nécessaires. L'enquête pour déterminer la nature et l'étendue de l'incident est en cours et le SRHS n'est pas en mesure de commenter davantage à ce stade.
"|https://www.wlox.com/2023/08/20/potential-cyberattack-throughout-singing-river-health-system/
414|A1|a1.net|2023-08-19|AUT|"Cyber-Abwehr aktiv - Hacker richten mysteriöse Lösegeldforderung an A1 | krone.at"|Je suis désolé, mais l'extrait que vous avez fourni ne contient pas suffisamment d'informations pour résumer l'article. Il semble que l'article concerne une cyberattaque qui a eu lieu en Autriche, où des hackers ont demandé une rançon à A1, mais sans plus de détails, je ne peux pas fournir un résumé précis. Pourriez-vous fournir plus d'informations ou le texte intégral de l'article ?|https://www.krone.at/3092242
415|Energy One Limited|energyone.com.au|2023-08-18|AUS|EOL Cyber Incident and Update|Le 18 août 2023, Energy One Limited a découvert qu'une cyberattaque avait touché ses systèmes d'entreprise en Australie et au Royaume-Uni. En réponse, l'entreprise a agi rapidement pour minimiser les effets, a fait appel à des experts en cybersécurité et a informé les autorités compétentes. La sécurité de ses employés, clients et systèmes est une priorité pour Energy One. Une enquête est en cours pour déterminer l'étendue des systèmes affectés. Pour renforcer la sécurité des clients, certains liens entre systèmes ont été désactivés. Les mesures prises par Energy One et l'enquête se poursuivent.|https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02699435-2A1467437?access_token=83ff96335c2d45a094df02a206a39ff4
416|AzeroCloud|azerocloud.dk|2023-08-18|DNK|"Al data forsvundet i ransomware-angreb - Chili Klaus har mistet alt | Indland | DR"|"La société de cloud computing AzeroCloud a été victime d'une attaque de ransomware, au cours de laquelle les pirates ont réussi à crypter et bloquer l'accès à une grande partie des données de l'entreprise. En conséquence, la plupart des clients d'AzeroCloud ont perdu toutes leurs données. Parmi les victimes figure Chili Klaus, une entreprise de vente de produits à base de chili, qui a perdu l'accès à sa boutique en ligne et à son système de messagerie. AzeroCloud a informé ses clients que les pirates avaient réussi à crypter tous les disques des serveurs ainsi que leurs systèmes de sauvegarde primaire et secondaire. Selon le correspondant technologique de DR, Henrik Moltke, ce type d'attaque peut ""dé"|https://www.dr.dk/nyheder/indland/al-data-forsvundet-i-ransomware-angreb-chili-klaus-har-mistet-alt
417|Poste Italiane|poste.it|2023-08-17|ITA|Attacco hacker a Poste Italiane: riscatto o pubblicazione dati|Poste Italiane, la société de services postaux italienne, a subi une attaque de ransomware avec une menace de publication de données sensibles sur le dark web si une rançon n'est pas payée. La société a remarqué des activités anormales sur ses systèmes, interrompant le fonctionnement de certains serveurs et postes de travail à travers l'Italie. Les contrôles internes ont permis de restaurer partiellement les services et de vérifier la disponibilité des archives de sauvegarde des systèmes. Actuellement, seules les données internes sont concernées et les cybercriminels ont été éliminés des systèmes de Poste Italiane. Le groupe de hackers Medusa Locker demande 10 000 dollars pour retarder la publication des données d'un jour.|https://www.punto-informatico.it/attacco-hacker-a-poste-italiane-riscatto-o-pubblicazione-dati/
418|La mairie de Sartrouville|sartrouville.fr|2023-08-17|FRA|Cyberattaques : la mairie de Sartrouville paralysée par des hackers - Le Parisien|"La mairie de Sartrouville a été victime d'une cyberattaque par ransomware nommé ""Medusa"", qui a paralysé ses services en cryptant toutes les données. Les hackers demandent une rançon pour débloquer le système. Les serveurs internes de la mairie, qui contiennent des informations sensibles, ont été touchés. Le préjudice provisoire est estimé à 200 000 euros. La mairie a déposé plainte et les enquêteurs de la brigade de lutte contre la cybercriminalité de la police judiciaire de Paris sont chargés des investigations.
"|https://www.leparisien.fr/yvelines-78/cyberattaques-la-mairie-de-sartrouville-paralysee-par-des-hackers-18-08-2023-OXH2PLRX5JACPMODLW5LR55FFQ.php
419|Le consortium de bonification de l'Emilia Centrale|emiliacentrale.it|2023-08-16|ITA|Reggio Emilia, attacco hacker ai computer della Bonifica|Le système informatique du consortium de bonification de l'Emilia Centrale en Italie a été victime d'une cyberattaque. Les pirates informatiques ont demandé une rançon d'un million et cent mille euros en échange de la restauration des données, menaçant de les détruire en cas de non-paiement. Suite à l'attaque, les ordinateurs sont tombés en panne et les imprimantes ne produisaient que des feuilles avec la demande de rançon. Le directeur, Domenico Turazza, a déclaré que les services tels que les lignes téléphoniques fixes, l'e-mail et les numéros d'urgence ont été rapidement rétablis. Les techniciens informatiques travaillent à la récupération des données perdues, estimées à|https://www.ilrestodelcarlino.it/reggio-emilia/cronaca/reggio-emilia-attacco-hacker-ai-computer-della-bonifica-a28c2d6d
420|Knight Barry Title, Inc.|knightbarry.com|2023-08-15|USA|"Knight Barry Provides Notice of Data Breach to Consumers Following Cyberattack | Console and Associates, P.C. - JDSupra"|Knight Barry Title, Inc. a signalé une violation de données au procureur général du Texas après qu'une cyberattaque a permis à des pirates d'accéder au réseau informatique de l'entreprise et aux informations sensibles des consommateurs, telles que les noms, numéros de sécurité sociale, informations de compte financier et identifications gouvernementales, entre le 25 juillet et le 15 août 2023. Après une enquête avec des spécialistes de la sécurité des données, l'entreprise a commencé à envoyer des lettres de notification de la brèche aux individus affectés le 1er février 2024. Knight Barry Title est une société d'assurance titres fondée en 1918, basée à Madison, Wisconsin, opérant plus de 80 emplacements et|https://www.jdsupra.com/legalnews/knight-barry-provides-notice-of-data-9445079/
421|Cleveland City Schools|clevelandcityschools.org|2023-08-15|USA|"Cleveland City Schools responds to ransomware attack, ensures data security and learning continuity | Local News | local3news.com"|Les écoles de la ville de Cleveland ont été victimes d'une attaque de ransomware le mardi 15 août, affectant moins de 5% des appareils connectés au réseau de l'école. Malgré cette attaque, la majorité des appareils utilisés par les élèves, le personnel et les enseignants n'ont pas été touchés, assurant ainsi la continuité des opérations. Les données sensibles, y compris les données PowerSchool, sont stockées en toute sécurité hors site et il n'y a aucune indication d'une violation des données des élèves, du personnel ou des parents. Aucun appareil étudiant n'a été victime de cet incident. L'école a activé son plan de réponse aux incidents cybernétiques et travaille avec le département de police|https://www.local3news.com/local-news/cleveland-city-schools-responds-to-ransomware-attack-ensures-data-security-and-learning-continuity/article_2dcd2956-3bc3-11ee-80c3-0f7ad106336f.html
422|Clorox|clorox.com|2023-08-14|USA|"Clorox says certain business operations disrupted in cyber attack | Reuters"|"La société Clorox a annoncé le lundi avoir été victime d'une cyberattaque qui a perturbé certaines de ses opérations commerciales. En réponse à cette attaque, l'entreprise a déconnecté certains systèmes suite à une activité non autorisée. Clorox a mis en œuvre des solutions de contournement pour certaines opérations hors ligne afin de continuer à servir ses clients. La société a également fait appel à des experts en cybersécurité tiers pour soutenir ses efforts d'enquête et de récupération. Enfin, Clorox collabore avec les forces de l'ordre pour résoudre le problème qui a affecté certains de ses systèmes informatiques.
"|https://www.reuters.com/business/retail-consumer/clorox-says-certain-business-operations-disrupted-cyber-attack-2023-08-14/
423|Prince George's County Public Schools|pgcps.org|2023-08-14|USA|Prince George's County Public Schools impacted by cyberattack|Lundi matin, les écoles publiques du comté de Prince George ont été victimes d'une cyberattaque. Selon PGCPS, l'attaque a affecté 4 500 comptes utilisateurs sur 180 000, principalement des comptes de personnel. Les principaux systèmes d'information pour les entreprises et les étudiants, Oracle et SchoolMAX, ne semblent pas avoir été touchés. Bien que de nombreux systèmes réseau aient été restaurés, tous les utilisateurs devront réinitialiser leurs mots de passe le 15 août. PGCPS contactera les utilisateurs affectés par l'attaque dans les prochains jours avec plus d'informations concernant leurs comptes, en attente d'un examen plus approfondi par une équipe d'experts en cybers|https://www.wmar2news.com/local/prince-georges-county-public-schools-impacted-by-cyberattack
424|Swan Retail|swanretail.co.uk|2023-08-13|GBR|"Exclusive: 300 independent retailers affected by cyber attack | News | Retail Week"|Environ 300 détaillants indépendants ont été touchés par une cyberattaque chez le fournisseur informatique Swan Retail, ce qui a affecté leur capacité à commercer en ligne, à traiter les paiements et à honorer les commandes depuis dimanche, selon les informations de Retail Week.|https://www.retail-week.com/tech/exclusive-300-independent-retailers-affected-by-cyber-attack/7044384.article
425|Verlagsgruppe in München|verlagsgruppe-muenchen.de|2023-08-13|DEU|"Hacker-Angriff auf Verlagsgruppe in München: Daten im Darknet? | Exxpress"|"Une cyberattaque a visé une maison d'édition à Munich, avec des données potentiellement dérobées et déposées sur le Darknet. Des personnalités telles que Bettina Wulff, Uli Hoeneß ou Bushido, qui ont publié leurs biographies chez cet éditeur, n'ont cependant pas à s'inquiéter. Selon Setzler, l'éditeur ne conserve généralement pas les données des célébrités. Les contrats sont établis avec les agences représentant ces auteurs. Il a fourni ces informations lors d'une interview avec ""AZ""."|https://exxpress.at/hacker-angriff-auf-verlagsgruppe-in-muenchen-daten-im-darknet/
426|Econocom|econocom.fr|2023-08-12|FRA|"Stormous et GhostSec tentent de faire chanter Econocom | LeMagIT"|Les groupes de cyber-délinquants GhostSec et Stormous revendiquent un vol de plus de 70 giga-octets de données sur le système d’information d’Econocom. Certains fichiers semblent trop récents pour être issus du vol de données par le groupe Pysa en 2020, suggérant une nouvelle intrusion. Econocom n'a pas répondu aux demandes de commentaires, mais GhostSec a confirmé qu'il s'agissait d'une nouvelle cyberattaque. Depuis, de nouveaux fichiers ont commencé à être divulgués sur le site de Stormous. Econocom a finalement réagi en annonçant une alerte de cybersécurité sans impact significatif à ce stade, indiquant que la compromission se limite à un dossier part|https://www.lemagit.fr/actualites/366549472/Stormous-et-GhostSec-tentent-de-faire-chanter-Econocom
427|Rivers Casino Des Plaines|riverscasino.com|2023-08-12|USA|Hackers get social security numbers, other info in Rivers Casino cyberattack - Chicago Sun-Times|Des pirates informatiques ont réussi à accéder aux informations personnelles sensibles de nombreux joueurs et employés du Rivers Casino dans l'Illinois lors d'une cyberattaque survenue mi-août, mais découverte seulement début novembre. Parmi les données potentiellement compromises figurent les numéros de sécurité sociale, les adresses, les dates de naissance et les numéros de permis de conduire. Le casino a pris des mesures pour contenir la menace et sécuriser ses systèmes, et il n'y a pas encore de signes de fraude ou de vol d'identité suite à cette brèche.|https://chicago.suntimes.com/2023/11/17/23965433/rivers-casino-data-breach-des-plaines-hackers
428|Neogy|neogy.it|2023-08-11|ITA|Hackerangriff auf Südtiroler E-Ladestationen-Ausrüster Neogy - Südtirol News|"L'entreprise Neogy, qui installe des stations de recharge pour voitures électriques en Sud Tyrol, a été victime d'une cyberattaque. Les pirates informatiques ont réussi à voler des données clients telles que le nom, l'adresse, le numéro de téléphone, l'e-mail et le mot de passe. Selon les rapports des médias, le mot de passe est crypté et donc difficile à accéder. Cependant, Neogy recommande à ses clients de changer immédiatement leur mot de passe. Dans les semaines à venir, l'entreprise sud-tyrolienne prévoit de mettre à jour son portail utilisateur et son application.
"|https://www.suedtirolnews.it/chronik/hackerangriff-auf-suedtiroler-e-ladestationen-ausruester-neogy
429|Freeport-McMoRan Inc.|freeport.com|2023-08-11|USA|Freeport-McMoRan Inc. - Freeport-McMoRan Investigating Cybersecurity Incident|"Freeport-McMoRan Inc., une importante société minière internationale, enquête sur un incident de cybersécurité affectant ses systèmes d'information. L'entreprise évalue l'impact de l'incident et met en œuvre des mesures proactives pour y faire face, en collaboration avec des experts tiers et les forces de l'ordre. Jusqu'à présent, l'incident a eu un impact limité sur la production. Des solutions transitoires sont en cours de planification et de mise en œuvre pour sécuriser les systèmes d'information le plus rapidement possible. Une perturbation prolongée pourrait affecter les opérations futures de l'entreprise.
"|https://investors.fcx.com/investors/news-releases/news-release-details/2023/Freeport-McMoRan-Investigating-Cybersecurity-Incident/default.aspx
430|Rapattoni|rapattoni.com|2023-08-09|USA|Bay Area realty agents frustrated after cyber attack hobbles MLS|Une cyberattaque de type ransomware a perturbé le Multiple Listing Service (MLS) de Rapattoni, un outil en ligne essentiel pour les agents immobiliers, rendant les nouvelles annonces immobilières et les portes ouvertes introuvables et certaines données inaccessibles. L'attaque a eu lieu mercredi et a affecté le service à travers tout le pays. Megan Pomponio, une agente immobilière, a déclaré que la panne du MLS a limité les informations disponibles, retardant les annonces et la communication entre les agents et les courtiers. BAREIS, le MLS régional pour le comté de Marin, a indiqué qu'il pourrait s'écouler plusieurs jours avant que le problème ne soit résolu. En attendant, des solutions alternatives ont été proposées pour permettre aux courtiers|https://www.marinij.com/2023/08/11/bay-area-realty-agents-frustrated-after-cyber-attack-hobbles-mls/
431|Fondation de Verdeil|verdeil.ch|2023-08-08|CHE|Cyberangriff auf die grösste sonderpädagogische Einrichtung im Kanton Waadt|"La Fondation de Verdeil, la plus grande institution semi-gouvernementale pour les mineurs dans le canton de Vaud, a été victime d'une cyberattaque le 8 août, avec un serveur crypté et des perturbations dans les opérations, en particulier dans les bureaux et la communication. La directrice générale, Corinne Noth, a confirmé que l'organisation avait immédiatement contacté ses prestataires de services informatiques, des spécialistes de la sécurité et les autorités locales et fédérales. Le groupe de cybercriminels ""NoEscape"" a revendiqué l'attaque, affirmant avoir volé 40 Go de données, y compris des documents médicaux, des photos d'enfants et d'autres informations sensibles. Un ultimatum est en"|https://www.inside-it.ch/cyberangriff-auf-die-groesste-sonderpaedagogische-einrichtung-im-kanton-waadt-20230817
432|Centre médical Mayanei Hayeshua|mayaneihayeshua.org|2023-08-07|ISR|Israel hospital hacking disrupts services; Cyberattackers unknown - Israel News - The Jerusalem Post|"Le Centre médical Mayanei Hayeshua en Israël a été victime d'une cyberattaque qui a perturbé ses services, notamment en désactivant les systèmes informatiques de tenue de dossiers. Les auteurs de l'attaque ne sont pas encore identifiés. En raison de l'attaque, l'hôpital n'accepte pas de nouveaux patients dans les cliniques externes et les centres d'imagerie. Un rapport a révélé que les hôpitaux israéliens ont été ""significativement piratés"" 13 fois, avec 10 de ces piratages étant ""du niveau le plus sévère"". Le rapport recommande que le ministère de la Santé joue un rôle plus actif dans l'application de normes de cy"|https://www.jpost.com/breaking-news/article-754032
433|Oniris|oniris-nantes.fr|2023-08-07|FRA|L’école vétérinaire de Nantes touchée par une cyberattaque|L'école nationale vétérinaire, agroalimentaire et de l'alimentation de Nantes, Oniris, a été victime d'une cyberattaque le lundi 7 août. Les données copiées par les attaquants comprennent les noms, prénoms et adresses mail professionnelles du personnel de l'établissement. Une plainte a été déposée et une notification de violation de données personnelles a été envoyée à la Commission nationale de l'informatique et des libertés. L'école a assuré qu'aucun chiffrement de données ou ransomware n'a été détecté et a verrouillé son système informatique, rendant les adresses e-mail Oniris inutilisables. Malgré l'attaque, les lignes téléphoniques et la|https://www.ouest-france.fr/pays-de-la-loire/nantes-44000/lecole-veterinaire-de-nantes-touchee-par-une-cyberattaque-42575f66-3de1-11ee-9733-6ec1a60d0098
434|Le Service de Santé de Madeira (Sesaram)|sesaram.pt|2023-08-06|PRT|Ciberataque força suspensão de atividade clínica no Serviço de Saúde da Madeira - Sociedade - Correio da Manhã|"Le Service de Santé de Madeira (Sesaram) au Portugal a été la cible d'une cyberattaque qui a provoqué une ""dysfonction de son réseau informatique"", entraînant la suspension des activités cliniques non urgentes. L'attaque a été décrite comme délibérée et malveillante, visant à perturber le fonctionnement normal du service de santé régional. Le fonctionnement interne de l'organisme a été affecté, notamment le service d'urgence de l'Hôpital Dr. Nélio Mendonça à Funchal. L'incident a été signalé au Centre National de Cybersécurité et à la Commission Nationale de Protection des Données, et a été dénoncé aux autorités policières compétentes. Sesaram travaille"|https://www.cmjornal.pt/sociedade/detalhe/20230806-2258-ciberataque-forca-suspensao-de-atividade-clinica-no-servico-de-saude-da-madeira
435|Zaun|zaun.co.uk|2023-08-06|GBR|Russia linked hackers hit UK Ministry of Defence as security secrets leaked|Des hackers liés à la Russie ont volé des informations hautement confidentielles lors d'une attaque contre l'entreprise britannique Zaun, spécialisée dans la sécurité périmétrique. Les données divulguées comprennent des détails sur des sites militaires et de renseignement sensibles au Royaume-Uni, tels que la base de sous-marins nucléaires HMNB Clyde et le laboratoire d'armes chimiques de Porton Down. La fuite inclut également des informations sur des équipements de sécurité à d'autres sites militaires, des dessins de clôtures périmétriques, et des données relatives à des prisons. Cette violation de la sécurité nationale soulève des inquiétudes quant à la vulnérabilité des systèmes informatiques et à la sécurité des sites sensibles.|https://www.mirror.co.uk/news/uk-news/russia-linked-hackers-hit-uk-30850139
436|Trinkwasserverband (TWV) Stader Land|twv-staderland.de|2023-08-04|DEU|"Hacker verursachen ""technische Störungen"": Cyber-Attacke auf den Trinkwasserverband Stade - Horneburg"|"Le Trinkwasserverband (TWV) Stader Land, un fournisseur d'eau en Allemagne, a subi une cyberattaque qui a causé des ""perturbations techniques"" et affecté ses systèmes de messagerie. Bien que l'approvisionnement en eau soit une infrastructure critique, le TWV a assuré que la fourniture d'eau n'a pas été affectée. Les pirates auraient utilisé un ransomware appelé ""LockBit"", qui est généralement utilisé pour cibler les entreprises et les autorités. Cependant, il semble que les pirates n'ont pas chiffré de données pour exiger une rançon pour leur libération."|https://www.kreiszeitung-wochenblatt.de/horneburg/c-blaulicht/cyber-attacke-auf-den-trinkwasserverband-stade_a289431
437|Prospect Medical Holdings|prospectmedical.com|2023-08-03|USA|Ransomware hits Crozer Health and its owner Prospect Medical Holdings|Les systèmes informatiques de Crozer Health, situé dans le comté de Delaware, ont été victimes d'une attaque de ransomware par le propriétaire de l'entreprise, Prospect Medical Holdings Inc. Le ransomware est un type de logiciel malveillant qui crypte les fichiers, les rendant inutilisables jusqu'à ce qu'une demande financière soit satisfaite. En juin 2020, Crozer avait déjà été victime d'une attaque de malware, et certaines données de Crozer avaient été mises aux enchères après que l'entreprise ait refusé de payer une rançon. Le secteur de la santé est la cible la plus populaire pour les cyberattaques, car il contient des informations personnelles telles que les noms et adresses, les âges et|https://www.inquirer.com/health/crozer-health-computer-systems-down-20230803.html
438|Commission des services électriques de Montréal (CSEM)|csem.qc.ca|2023-08-03|CAN|"Des pirates s’attaquent à des infrastructures souterraines critiques | La Presse"|La Commission des services électriques de Montréal (CSEM) a été victime d'une cyberattaque par le gang LockBit le 3 août, qui a demandé une rançon de deux millions de dollars américains, refusée par la CSEM. L'attaque a affecté les conduites d'électricité et de télécommunication souterraines de Montréal, causant des pannes dès le lendemain. Les pirates ont volé des dossiers de la CSEM et menacent de publier toutes les données volées. La CSEM détient des informations sur des infrastructures critiques, ce qui soulève des inquiétudes quant à l'impact potentiel de ces informations entre de mauvaises mains. LockBit a été identifié comme le rançongiciel le plus actif en 2022, ayant fait|https://www.lapresse.ca/actualites/grand-montreal/2023-08-09/des-pirates-s-attaquent-a-des-infrastructures-souterraines-critiques.php
439|Commission des services électriques de Montréal (CSEM)|csem.qc.ca|2023-08-03|CAN|Montreal electricity organization latest victim in LockBit ransomware spree|La Commission des services électriques de Montréal (CSEM) a été la dernière victime en date de l'attaque du groupe de ransomware LockBit. L'organisation a confirmé l'incident, survenu le 3 août, mais a refusé de payer la rançon et a fait appel aux autorités nationales et à la police du Québec. Malgré la menace de LockBit de divulguer les données volées, la CSEM a minimisé le risque pour la sécurité publique et ses opérations. Des experts en cybersécurité remettent en question la force opérationnelle du groupe de cybercriminalité après la disparition de ses dirigeants au début du mois d'août. En outre, la fuite rapportée de l'outil de construction du ransomware LockBit 3|https://therecord.media/montreal-electricity-organization-lockbit-victim
440|Campbell Soup Co.|campbells.com|2023-08-03|USA|"Campbell Soup says summer cyberattack caused limited business impact | Cybersecurity Dive"|"La société Campbell Soup Co. a signalé une cyberintrusion dans une partie de son réseau informatique à la fin de son quatrième trimestre fiscal. L'entreprise a immédiatement pris des mesures pour enquêter, contenir et éliminer la menace, en engageant des experts en cybersécurité et en informant les autorités fédérales. Bien que l'attaque ait entraîné une interruption de trois jours dans une usine de l'Ohio, l'impact sur les activités de l'entreprise a été limité et n'a pas eu d'effet significatif sur les résultats financiers ou les opérations de l'entreprise.
"|https://www.cybersecuritydive.com/news/campbell-soup-cyberattack-limited-impact/694758/
441|BPP|bpp.co.uk|2023-08-02|GBR|"Students 'locked out' as BPP hit by cyber attack | News | Law Gazette"|"L'école de droit postuniversitaire BPP a été victime d'une cyberattaque, empêchant les étudiants d'accéder à leurs travaux de cours alors que les examens approchent. Les systèmes de BPP ont été infiltrés par une tierce partie non autorisée. BPP travaille avec des spécialistes en cybersécurité pour évaluer l'incident et déterminer la nature et l'étendue des données affectées. La majorité des systèmes principaux et de l'infrastructure réseau de BPP ont été sécurisés et restaurés. Le Centre National de Sécurité Cyber a mis à jour ses directives pour le secteur juridique, avertissant qu'il est une cible particulière pour des crimes tels que le ""phishing"" et les attaques"|https://www.lawgazette.co.uk/news/students-locked-out-as-bpp-hit-by-cyber-attack/5116859.article
442|Joyson Safety Systems|joysonsafety.de|2023-08-02|DEU|Cyber-Angriff auf Aschaffenburger Autozulieferer Joyson|Je suis désolé, mais l'article que vous avez fourni ne contient pas d'informations sur une cyberattaque. Il semble être une page de paywall qui propose différents abonnements pour accéder au contenu du site. Il n'y a pas de détails sur une cyberattaque contre l'entreprise automobile Joyson à Aschaffenburg.|https://www.main-echo.de/region/stadt-kreis-aschaffenburg/cyber-angrfiff-auf-aschaffenburger-autozulieferer-joyson-art-7998150
443|L'Association du Barreau Fédéral Allemand (BRAK)|brak.de|2023-08-02|DEU|Germany’s national bar association investigating ransomware attack|"L'Association du Barreau Fédéral Allemand (BRAK), qui représente les avocats allemands au niveau national et international, enquête sur une cyberattaque survenue dans son bureau de Bruxelles. L'attaque a été revendiquée par le groupe de rançongiciels NoEscape. BRAK travaille avec une entreprise de sécurité informatique pour analyser l'incident et réparer les dommages. Les pirates ont crypté le serveur de messagerie de BRAK et exfiltré 160 gigaoctets de données. L'organisation avertit que les gens doivent se méfier des e-mails prétendant provenir de l'organisation, en particulier ceux demandant des informations de compte bancaire.
"|https://therecord.media/german-national-bar-association-investigating-cyberattack
444|Acadia Health, LLC d/b/a Just Kids Dental (JKD)|justkidsdental.com|2023-08-02|USA|Data Breach Notification|Le 2 août 2023, les systèmes informatiques et le réseau d'Acadia Health, LLC, connu sous le nom de 'Just Kids Dental' (JKD), ont été attaqués par un acteur malveillant. Un programme a été utilisé pour chiffrer les réseaux informatiques et les données de JKD, y compris les systèmes de stockage de certains dossiers de patients et d'employés. Cette attaque a été découverte le 8 août 2023.|https://apps.web.maine.gov/online/aeviewer/ME/40/3b1d6421-e4c2-456f-b46e-e9689b9aa953.shtml
