name|slug|lastscrape|profile
redalert|http://blog2hkbm6gogpv2b3uytzi3bj5d5zmc4asbybumjkhuqhas355janyd.onion|2022-12-08 09:01:43.063362|https://www.bleepingcomputer.com/news/security/new-redalert-ransomware-targets-windows-linux-vmware-esxi-servers/
bianlian|http://bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion/companies/|2024-02-16 08:30:01.468010|A4B3B0845DA242A64BF17E0DB4278EDF85855739667D3E2AE8B89D5439015F07E81D12D767FC, SWikipedia@mail2tor.com
0mega|http://omegalock5zxwbhswbisc42o2q2i54vdulyvtqqbudqousisjgc7j7yd.onion|2024-02-16 08:30:12.678946|
0mega|http://0mega.cc|2024-02-16 08:30:26.552196|
lilith|http://yeuajcizwytgmrntijhxphs6wn5txp2prs6rpndafbsapek3zd4ubcid.onion|2022-08-09 14:56:54.209173|BAC01607F29EC417FB4106AEAB5BDF79CD948F9120C8D889E8785ADFDCE88C00F08429E092EC
lockbit3_fs|http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion|2024-02-16 08:30:37.889274|
lockbit3_fs|http://lockbit7z2mmiz3ryxafn5kapbvbbiywsxwovasfkgf5dqqp5kxlajad.onion|2024-02-16 08:30:42.297093|
lockbit3_fs|http://lockbit7z2og4jlsmdy7dzty3g42eu3gh2sx2b6ywtvhrjtss7li4fyd.onion|2024-02-16 08:30:59.465982|
lockbit3_fs|http://lockbit7z355oalq4hiy5p7de64l6rsqutwlvydqje56uvevcc57r6qd.onion|2024-02-16 08:31:05.579175|
lockbit3_fs|http://lockbit7z36ynytxwjzuoao46ck7b3753gpedary3qvuizn3iczhe4id.onion|2024-02-16 08:31:11.432347|
lockbit3_fs|http://lockbit7z37ntefjdbjextn6tmdkry4j546ejnru5cejeguitiopvhad.onion|2024-02-16 08:31:31.693402|
lockbit3_fs|http://lockbit7z3azdoxdpqxzliszutufbc2fldagztdu47xyucp25p4xtqad.onion|2024-02-16 08:31:50.265142|
lockbit3_fs|http://lockbit7z3ddvg5vuez2vznt73ljqgwx5tnuqaa2ye7lns742yiv2zyd.onion|2024-02-16 08:32:00.515536|
lockbit3_fs|http://lockbit7z3hv7ev5knxbrhsvv2mmu2rddwqizdz4vwfvxt5izrq6zqqd.onion|2024-02-16 08:32:09.217915|
lockbit3_fs|http://lockbit7z3ujnkhxwahhjduh5me2updvzxewhhc5qvk2snxezoi5drad.onion|2024-02-16 08:32:27.122655|
lockbit3_fs|http://lockbit7z4bsm63m3dagp5xglyacr4z4bwytkvkkwtn6enmuo5fi5iyd.onion|2024-02-16 08:32:45.694467|
lockbit3_fs|http://lockbit7z4cgxvictidwfxpuiov4scdw34nxotmbdjyxpkvkg34mykyd.onion|2024-02-16 08:32:57.990567|
lockbit3_fs|http://lockbit7z4k5zer5fbqi2vdq5sx2vuggatwyqvoodrkhubxftyrvncid.onion|2024-02-16 08:33:05.741919|
lockbit3_fs|http://lockbit7z4ndl6thsct34yd47jrzdkpnfg3acfvpacuccb45pnars2ad.onion|2024-02-16 08:33:10.071859|
lockbit3_fs|http://lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion|2024-02-16 08:33:29.208027|
lockbit3_fs|http://lockbit7z57mkicfkuq44j6yrpu5finwvjllczkkp2uvdedsdonjztyd.onion|2024-02-16 06:34:08.412899|
lockbit3_fs|http://lockbit7z5ehshj6gzpetw5kso3onts6ty7wrnneya5u4aj3vzkeoaqd.onion|2024-02-16 08:34:00.599505|
lockbit3_fs|http://lockbit7z5hwf6ywfuzipoa42tjlmal3x5suuccngsamsgklww2xgyqd.onion|2024-02-16 08:34:08.991310|
lockbit3_fs|http://lockbit7z5ltrhzv46lsg447o3cx2637dloc3qt4ugd3gr2xdkkkeayd.onion|2024-02-16 06:34:34.953471|
lockbit3_fs|http://lockbit7z6choojah4ipvdpzzfzxxchjbecnmtn4povk6ifdvx2dpnid.onion|2024-02-16 08:34:45.863782|
lockbit3_fs|http://lockbit7z6dqziutocr43onmvpth32njp4abfocfauk2belljjpobxyd.onion|2024-02-16 08:34:52.649048|
lockbit3_fs|http://lockbit7z6f3gu6rjvrysn5gjbsqj3hk3bvsg64ns6pjldqr2xhvhsyd.onion|2024-02-16 08:34:58.333885|
lockbit3_fs|http://lockbit7z6qinyhhmibvycu5kwmcvgrbpvtztkvvmdce5zwtucaeyrqd.onion|2024-02-16 08:35:09.407778|
lockbit3_fs|http://lockbit7z6rzyojiye437jp744d4uwtff7aq7df7gh2jvwqtv525c4yd.onion|2024-02-16 08:35:20.837536|
daixin|http://232fwh5cea3ub6qguz3pynijxfzl2uj3c73nbrayipf3gq25vtq2r4qd.onion|2022-11-10 21:25:37.234939|
daixin|http://7ukmkdtyxdkdivtjad57klqnd3kdsmq6tp45rrsxqnu76zzv3jvitlqd.onion|2024-02-16 08:35:41.538523|
icefire|http://kf6x3mjeqljqxjznaw65jixin7dpcunfxbbakwuitizytcpzn4iy5bad.onion/board/leak_list/|2022-08-24 13:04:21.218125|
icefire|http://7kstc545azxeahkduxmefgwqkrrhq3mzohkzqvrv7aekob7z3iwkqvyd.onion/board/victim_list/|2023-03-13 04:25:52.003425|
donutleaks|https://qkbbaxiuqqcqb5nox4np4qjcniy2q6m7yeluvj7n5i5dn7pgpcwxwfid.onion|2022-10-27 21:34:31.860510|
donutleaks|http://sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion|2024-02-16 08:36:16.059725|
donutleaks|https://doq32rjiuomfghm5a4lyf3lwwakt2774tkv4ppsos6ueo5mhx7662gid.onion|2022-10-26 01:53:59.040044|
donutleaks|http://dk4mkfzqai6ure62oukzgtypedmwlfq57yj2fube7j5wsoi6tuia7nyd.onion/index.php|2024-02-10 18:26:20.614721|
qilin|http://ozsxj4hwxub7gio347ac7tyqqozvfioty37skqilzo2oqfs4cw2mgtyd.onion|2023-02-17 12:58:08.150452|
qilin|http://kbsqoivihgdmwczmxkbovk7ss2dcynitwhhfu5yw725dboqo5kthfaad.onion|2024-02-15 00:46:38.885141|
diavol|https://7ypnbv3snejqmgce4kbewwvym4cm5j6lkzf2hra2hyhtsvwjaxwipkyd.onion|2022-10-31 16:50:19.073961|
monti|http://4s4lnfeujzo67fy2jebz2dxskez2gsqj2jeb35m75ktufxensdicqxad.onion/|2022-10-10 19:34:41.368860|
monti|http://mblogci3rudehaagbryjznltdp33ojwzkq6hn2pckvjq33rycmzczpid.onion|2024-02-16 08:37:25.484405|
sparta|http://zj2ex44e2b2xi43m2txk4uwi3l55aglsarre7repw7rkfwpj54j46iqd.onion/|2022-10-01 15:37:30.691168|spartaprogroup@strong.pm
chilelocker|http://z6vidveub2ypo3d3x7omsmcxqwxkkmvn5y3paoufyd2tt4bfbkg33kid.onion|2023-04-19 12:27:07.876153|
dagonlocker|http://dgnh6p5uq234zry7qx7bh73hj5ht3jqisgfet6s7j7uyas5i46xfdkyd.onion|2022-11-10 19:06:45.161721|
royal|http://royal2xthig3ou5hd7zsliqagy6yygk2cdelaxtni2fyad6dpmpxedid.onion|2023-10-16 13:34:06.276342|
royal|http://royal4ezp7xrbakkus3oofjw6gszrohpodmdnfbe5e4w3og5sm7vb3qd.onion/api/posts/list|2023-10-16 13:34:09.417388|
shaoleaks|http://crptd5sv5bdz6hovrbkac6mnp3rt7zij62njsqwh5a6ldd3asxdd22qd.onion|2022-11-01 16:51:57.041156|
mallox|http://wtyafjyhwqrgo4a45wdvvwhen3cx4euie73qvlhkhvlrexljoyuklaad.onion|2024-02-16 04:36:14.782180|
projectrelic|http://relic5zqwemjnu4veilml6prgyedj6phs7de3udhicuq53z37klxm6qd.onion|2023-06-03 08:31:18.197464|
play|http://k7kg3jqxang3wh7hnmaiokchk7qoebupfgoik6rha6mjpzwupwtj25yd.onion/|2024-02-16 08:39:04.697230|
play|http://mbrlkbtq5jonaqkurjwmxftytyn2ethqvbxfu4rgjbkkknndqwae6byd.onion/|2024-02-16 08:39:16.406977|
dataleak|http://woqjumaahi662ka26jzxyx7fznbp4kg3bsjar4b52tqkxgm2pylcjlad.onion|2023-02-22 12:57:45.153247|
unsafeleak|http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion|2024-02-16 06:40:02.863714|
nevada|http://nevcorps5cvivjf6i2gm4uia7cxng5ploqny2rgrinctazjlnqr2yiyd.onion|2023-04-21 08:27:32.607098|
nevada|http://nevbackvzwfu5yu3gszap77bg66koadds6eln37gxdhdk4jdsbkayrid.onion|2023-04-21 08:27:41.520049|
nevada|http://nevaffcwswjosddmw55qhn4u4secw42wlppzvf26k5onrlxjevm6avad.onion|2021-05-01 00:00:00.000000|
vendetta|http://test.cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion|2024-02-08 10:28:01.683277|
0xFFF|http://contiuevxdgdhn3zl2kubpajtfgqq4ssj2ipv6ujw7fwhggev3rk6hqd.onion|2024-02-16 08:41:10.152377|
ransomblog_noname|http://z6wkgghtoawog5noty5nxulmmt2zs7c3yvwr22v4czbffdoly2kl4uad.onion|2023-12-21 06:28:43.074381|
darkbit01|http://iw6v2p3cruy7tqfup3yl4dgt4pfibfa3ai4zgnu5df2q3hus3lm7c7ad.onion/support|2021-05-01 00:00:00.000000|
abyss|http://3ev4metjirohtdpshsqlkrqcmxq6zu3d7obrdhglpy5jpbr7whmlfgqd.onion/static/data.js|2024-02-16 08:42:01.338172|
moneymessage|http://blogvl7tjyjvsfthobttze52w36wwiz34hrfcmorgvdzb6hikucb7aqd.onion/news.php?contentId=1|2024-02-16 08:42:16.997469|
dunghill_leak|http://p66slxmtum2ox4jpayco6ai3qfehd5urgrs4oximjzklxcol264driqd.onion/index.html|2024-02-16 08:42:25.558022|
akira|https://akiral2iz6a7qgd3ayp3l6yub7xx2uep76idk3u2kollpj5z3z636bad.onion/n|2024-02-16 06:42:41.940624|
akira|https://akiralkzxzq2dsrzsrvbr2xgbbu2wgsmxryd4csgfameg52n7efvr2id.onion/|2024-02-16 08:42:57.617656|
darkpower|http://powerj7kmpzkdhjg4szvcxxgktgk36ezpjxvtosylrpey7svpmrjyuyd.onion|2021-05-01 00:00:00.000000|
cryptnet|http://cryptr3fmuv4di5uiczofjuypopr63x2gltlsvhur2ump4ebru2xd3yd.onion/login|2023-10-17 19:28:16.981231|
cryptnet|http://blog6zw62uijolee7e6aqqnqaszs3ckr5iphzdzsazgrpvtqtjwqryid.onion/|2023-10-17 19:28:20.721268|
crosslock|http://crosslock5cwfljbw4v37zuzq4talxxhyavjm2lufmjwgbpfjdsh56yd.onion|2023-07-27 20:35:50.715403|
trigona|http://6n5tfadusp4sarzuxntz34q4ohspiaya2mc6aw6uhlusfqfsdomavyyd.onion/|2023-06-26 10:34:48.760916|
trigona|http://trigonax2zb3fw34rbaap4cqep76zofxs53zakrdgcxzq6xzt24l5lqd.onion/api|2023-10-18 07:34:32.654428|
trigona|http://3x55o3u2b7cjs54eifja5m3ottxntlubhjzt6k6htp5nrocjmsxxh7ad.onion|2023-10-18 07:34:39.305165|
ragroup|http://pa32ymaeu62yo5th5mraikgw5fcvznnsiiwti42carjliarodltmqcqd.onion|2024-01-08 12:35:26.611706|
ragroup|http://hkpomcx622gnqp2qhenv4ceyrhwvld3zwogr4mnkdeudq2txf55keoad.onion|2023-08-25 07:19:31.826210|
8base|http://basemmnnqwxevlymli5bs36o5ynti55xojzvn246spahniugwkff2pad.onion|2023-11-03 14:35:45.042873|
malas|http://malas2urovbyyavjzaezkt5ohljvyd5lt7vv7mnsgbf2y4bwlh72doqd.onion/posts/|2024-02-16 08:45:11.466151|
blacksuit|http://weg7sdx54bevnvulapqu6bpzwztryeflq3s23tegbmnhkbpqz637f2yd.onion|2024-02-16 08:45:22.173372|
rancoz|http://ze677xuzard4lx4iul2yzf5ks4gqqzoulgj5u4n5n4bbbsxjbfr7eayd.onion|2023-10-17 08:30:47.413379|
darkrace|http://wkrlpub5k52rjigwxfm6m7ogid55kamgc5azxlq7zjgaopv33tgx2sqd.onion|2023-06-20 22:37:01.106318|
shadow|http://lc65fb3wrvox6xlyn4hklwjcojau55diqxxylqs4qsfng23ftzijnxad.onion|2023-09-06 17:24:32.635892|https://github.com/threatlabz/ransomware_notes/blob/main/shadow/%5Brand%5D.README.txt
rhysida|http://rhysidafohrhyy2aszi7bm32tnjat5xri65fopcxkdfxhi4tidsg7cad.onion/archive.php|2024-02-16 08:46:01.215932|
rhysida|http://rhysidafc6lm7qa2mkiukbezh7zuth3i4wof4mh2audkymscjm6yegad.onion/archive.php?last&auction|2024-02-16 08:46:10.421321|
noescape|http://noescaperjh3gg6oy7rck57fiefyuzmj7kmvojxgvlmwd5pdzizrb7ad.onion|2023-12-09 12:36:35.061405|
noescape|http://noescapemsqxvizdxyl7f7rmg5cdjwp33pg2wpmiaaibilb4btwzttad.onion|2023-12-09 10:28:47.082639|
cactus|https://cactusbloguuodvqjmnzlwetjlpj6aggc6iocwhuupb47laukux7ckid.onion|2024-02-16 08:47:04.232825|
knight|http://knight3xppu263m7g4ag3xlit2qxpryjwueobh7vjdc3zrscqlfu3pqd.onion/search/|2024-02-14 06:47:23.537557|
knight|http://nt3rrzq5hcyznvdkpslvqbbc2jqecqrinhi5jtwoae2x7psqtcb6dcad.onion|2023-10-13 15:29:30.206795|
incransom|http://incbackrlasjesgpfu5brktfjknbqoahe2hhmqfhasc5fb56mtukn4yd.onion/api/blog/get-leaks|2024-02-16 08:47:54.919271|
incransom|http://incblog7vmuq7rktic73r4ha4j757m3ptym37tyvifzp2roedyyzzxid.onion|2024-02-16 08:48:00.588133|
metaencryptor|http://metacrptmytukkj7ajwjovdpjqzd7esg5v3sg344uzhigagpezcqlpyd.onion/#!|2023-12-27 10:29:41.762665|
cloak|http://cloak7jpvcb73rtx2ff7kaw2kholu7bdiivxpzbhlny4ybz75dpxckqd.onion|2024-02-16 08:48:28.824402|
ransomedvc|http://f6amq3izzsgtna4vw24rpyhy3ofwazlgex2zqdssavevvkklmtudxjad.onion|2024-02-16 08:48:33.893150|@RansomedVC on x.com, admin @ ransomed.vc, 192D52C7C18F3D2693ED2453E64C53EC0CCF0255AB2291F019B65BA84442B313C410DE132E59, GodGreatSave @ cocaine.ninja
ransomedvc|https://ransomed.vc|2024-02-16 08:48:36.052453|@RansomedVC on x.com, admin @ ransomed.vc, 192D52C7C18F3D2693ED2453E64C53EC0CCF0255AB2291F019B65BA84442B313C410DE132E59, GodGreatSave @ cocaine.ninja
ciphbit|http://ciphbitqyg26jor7eeo6xieyq7reouctefrompp6ogvhqjba7uo4xdid.onion|2024-02-16 08:48:52.103671|
threeam|http://threeamkelxicjsaf2czjyz2lc4q3ngqkxhhlexyfcp2o6raw4rphyad.onion|2024-02-16 08:48:57.282645|threeam@onionmail.org
cryptbb|http://crypuglupv3bsqnbt5ruu5lgwrwoaojscwhuoccbmbzmcidft5kiccqd.onion|2023-09-20 03:27:37.375670|
losttrust|http://hscr6cjzhgoybibuzn2xud7u4crehuoo4ykw3swut7m7irde74hdfzyd.onion|2023-11-02 08:35:06.327012|https://www.bleepingcomputer.com/forums/t/786045/ransomware-hit-vmware/
