Date|Victime|Domaine|Pays|Résumé|Titre|URL
2023-08-27|Caesars Entertainment Inc.|caesars.com|USA|Caesars Entertainment Inc. a versé des dizaines de millions de dollars à des pirates informatiques qui ont réussi à pénétrer dans les systèmes de l'entreprise et ont menacé de divulguer ses données. L'attaque est l'œuvre du groupe connu sous le nom de Scattered Spider ou UNC 3944, spécialisé dans l'ingénierie sociale pour accéder aux grands réseaux d'entreprise. Les pirates ont d'abord violé un fournisseur externe de TI avant d'accéder au réseau de l'entreprise.|Caesars Entertainment Paid Millions in Ransom in Recent Attack - BNN Bloomberg|https://www.bnnbloomberg.ca/caesars-entertainment-paid-millions-in-ransom-in-recent-attack-1.1971023
2023-08-26|"Le domaine de messagerie gouvernemental ""gov.lk"" du Sri Lanka"|gov.lk|LKA|"Une attaque massive de ransomware a touché le domaine de messagerie gouvernemental ""gov.lk"" du Sri Lanka, entraînant la perte de données du 17 mai au 26 août 2023. L'agence de technologie de l'information et de la communication (ICTA) a confirmé que le virus aurait pu affecter environ 5 000 adresses e-mail, sans sauvegarde hors ligne pour environ deux mois et demi de données. Suite à l'attaque, l'ICTA prend des mesures pour commencer une sauvegarde hors ligne quotidienne et mettre à jour l'application concernée vers la dernière version qui a des défenses plus fortes contre les attaques de virus. L'équipe d'intervention d'urgence informatique du Sri Lanka (SLCERT) travail"|"Massive ransomware attack on state email domain | Print Edition - The Sunday Times, Sri Lanka"|https://www.sundaytimes.lk/230910/news/massive-ransomware-attack-on-state-email-domain-532126.html
2023-08-26|Western Washington Medical Group|wwmedgroup.com|USA|Le Western Washington Medical Group a signalé une violation de données affectant jusqu'à 350 863 patients, impliquant un incident de piratage/IT sans plus de détails disponibles pour le moment.|Western Washington Medical Group Reports 350,000-Record Data Breach|https://www.hipaajournal.com/western-washington-medical-group-reports-350000-record-data-breach/
2023-08-25|HTL Mödling|htl.moedling.at|AUT|Le directeur d'école Hannes Sauerzopf explique dans un entretien avec NÖN que rien ne fonctionnait, du téléphone à l'ordinateur. Tout était crypté, donc ils ont débranché immédiatement et fait appel à trois entreprises externes pour analyser la situation et restaurer l'infrastructure numérique d'ici dimanche soir. Le directeur pense que cette attaque était préparée depuis longtemps et a porté plainte. Heureusement, les examens de rattrapage et la rentrée ne seront pas affectés, et les données personnelles des élèves et des enseignants sont en sécurité. En 2016, il y avait déjà eu une alerte de cybersécurité à l'HTL-Mödling, mais il s'agissait d'un élève qui voulait signaler des failles de sécurité.|HTL Mödling - Cyberangriff: „Das war von langer Hand vorbereitet“ - NÖN.at|https://www.noen.at/moedling/htl-moedling-das-war-von-langer-hand-vorbereitet-383331170
2023-08-24|Astrid-Lindgren-Schule|astrid-lindgren-schule.de|DEU|L'école spécialisée Astrid-Lindgren-Schule à Lemgo a été victime d'une cyberattaque qui a toujours des conséquences. Les systèmes de téléphone et d'e-mail de l'école ne fonctionnent toujours pas. Des experts travaillent actuellement à restaurer les données qui ont été cryptées lors de l'attaque. Initialement, les responsables espéraient résoudre le problème à la fin de la semaine dernière ou au début de cette semaine. Un cheval de Troie a paralysé le système informatique de l'école le jeudi de la semaine dernière (24.08.2023).|"Hackerangriff auf Förderschule in Lemgo - Kommunikation noch lahmgelegt | Radio Lippe"|https://www.radiolippe.de/nachrichten/lippe/detailansicht/hackerangriff-auf-foerderschule-in-lemgo-kommunikation-noch-lahmgelegt.html
2023-08-24|TissuPath Australia|tissupath.com.au|AUS|La clinique TissuPath a envoyé une lettre de notification à tous les médecins référents principaux concernant l'incident et est en train de contacter toutes les personnes affectées. Le Centre de cybersécurité australien (Australian Cyber Security Centre - ACSC) de l'Australian Signals Directorate est en contact avec TissuPath, et la clinique a également informé le Bureau du Commissaire à l'information australien. L'ACSC continue de surveiller la situation et de fournir des conseils techniques et une assistance aux organisations si nécessaire. L'incident a été découvert le 24 août et a été causé par une attaque contre un fournisseur tiers, qui a conduit à l'accès à un lecteur de stockage.|TissuPath hack: patient data possibly exposed in cyber-attack on Melbourne pathology clinic|https://www.theguardian.com/technology/2023/sep/05/tissupath-hack-patient-data-breach-cyber-attack-melbourne-pathology-clinic
2023-08-24|Stadtwerke Neumünster (SWN)|stadtwerke-neumuenster.de|DEU|Les Stadtwerke Neumünster (SWN) en Allemagne ont été victimes d'une cyberattaque de type espionnage, ce qui les a conduits à mettre hors ligne tous leurs systèmes informatiques par mesure de précaution. Bien que les services essentiels tels que l'électricité, le gaz, le chauffage et l'internet restent opérationnels, les employés sont limités dans leur capacité à travailler, ne pouvant ni envoyer d'e-mails ni passer d'appels téléphoniques. Les autorités, y compris la police et les associations de protection des données, ont été alertées et le Landeskriminalamt (LKA) a pris en charge l'enquête, mais la durée des restrictions reste incertaine et pourrait s'étendre de quelques jours à plusieurs semaines|"Angriff durch Hacker in Neumünster: SWN fahren die Systeme runter | SHZ"|https://www.shz.de/lokales/neumuenster/artikel/angriff-durch-hacker-in-neumuenster-swn-fahren-die-systeme-runter-45375551
2023-08-23|Haute École de Lucerne (HSLU)|hslu.ch|CHE|"La Haute École de Lucerne (HSLU) a été victime d'une attaque de ransomware ciblant une de ses environnements informatiques spécifiques, séparée des services IT centraux. Cette attaque n'a pas affecté le fonctionnement général de l'école car elle a visé principalement le département informatique. Les spécialistes de l'école travaillent actuellement pour évaluer l'ampleur de l'attaque, en collaboration avec des entités internes et externes. Selon les informations actuelles, aucune donnée d'employé ou d'étudiant n'a été compromise. Cette attaque s'inscrit dans une série d'attaques récentes contre des établissements d'enseignement en Suisse.
"|Ransomware-Attacke auf Hochschule Luzern|https://www.inside-it.ch/ransomware-attacke-auf-hochschule-luzern-20230823
2023-08-23|Heuschen & Schrouff|heuschenschrouff.com|NLD|L'entreprise Heuschen & Schrouff, basée à Landgraaf et spécialisée dans la vente en gros de produits alimentaires asiatiques, a été victime d'une cyberattaque paralysant tous ses systèmes. Selon des sources de la chaîne provinciale L1, les pirates informatiques exigeraient une rançon sous forme de paiement en cryptomonnaie pour rétablir l'accès aux systèmes de l'entreprise.|"Cyberaanval op Heuschen & Schrouff | ZO-NWS"|https://zo-nws.nl/cyberaanval-op-heuschen-schrouff
2023-08-23|Dakota Eye Institute |dakotaeye.com|USA|Le Dakota Eye Institute a également rapporté une brèche de données touchant 107 143 patients, sans préciser la nature de l'incident mais a renforcé ses politiques de sécurité des données en réponse.|Western Washington Medical Group Reports 350,000-Record Data Breach|https://www.hipaajournal.com/western-washington-medical-group-reports-350000-record-data-breach/
2023-08-22|Stadtbibliothek Weißwasser|stadtbibliothek-weisswasser.de|DEU|Je suis désolé, mais l'extrait que vous avez fourni ne contient pas d'informations sur une cyberattaque à la Stadtbibliothek Weißwasser. Il semble plutôt être lié aux conditions d'un abonnement, probablement pour un service en ligne. Pourriez-vous fournir un extrait de l'article qui parle spécifiquement de la cyberattaque ?|"Stadtbibliothek Weißwasser: Bis auf Weiteres geschlossen - wer hat die Bibliothek lahmgelegt? | Lausitzer Rundschau"|https://www.lr-online.de/lausitz/weisswasser/stadtbibliothek-weisswasser-bis-auf-weiteres-geschlossen-_-wer-hat-die-bibliothek-lahmgelegt_-71507139.html
2023-08-22|Leaseweb|leaseweb.nl|NLD|Leaseweb, un fournisseur d'hébergement, semble avoir été touché par une cyberattaque, causant des problèmes à ATPS Online, une entreprise qui fournit une solution de gestion du temps via un modèle SaaS. ATPS Online a déclaré qu'ils ont réussi à accéder à certains de leurs systèmes clés, y compris leur serveur de base de données principal, et qu'il ne semble pas y avoir de perte de données. Leaseweb a promis de publier une déclaration officielle concernant l'incident présumé de cybersécurité dès que possible. Une enquête est en cours pour déterminer la cause et l'impact de l'incident, et pour vérifier s'il y a eu une fuite de données. En attendant, ATPS Online travail|Dutch IT Channel - Leaseweb lijkt getroffen door cyberaanval|https://www.dutchitchannel.nl/news/399733/mogelijke-cyberaanval-op-leaseweb
2023-08-21|Hôpital municipal Sfânta Treime de Chișinău|treime.md|MDA|"L'hôpital municipal clinique ""Sfânta Treime"" de Chișinău a été la cible d'une cyberattaque. L'annonce a été faite par le maire Ion Ceban lors d'une réunion opérationnelle des services municipaux. Ion Ceban a également demandé au directeur de l'établissement de vérifier si les données personnelles des patients étaient en sécurité. L'incident souligne l'importance de la cybersécurité dans le secteur de la santé. Aucune information supplémentaire sur la nature ou l'ampleur de l'attaque n'a été fournie."|"Spitalul Sf. Treime din capitală sub atac cibernetic. Ceban: Cer directorului instituției să verifice dacă datele personale ale pacienților sunt în siguranță | Politic | UNIMEDIA"|https://unimedia.info/ro/news/21cfdf0f81811853/spitalul-sf-treime-din-capitala-sub-atac-cibernetic-ceban-cer-directorului-institutiei-sa-verifice-daca-datele-personale-ale-pacientilor-sunt-in-siguranta.html
2023-08-21|Le Centre Public d'Action Sociale (CPAS) de Charleroi|cpascharleroi.be|BEL|Le Centre Public d'Action Sociale (CPAS) de Charleroi a été victime d'une attaque informatique. Suite à cette cyberattaque, l'ensemble du système informatique est désormais bloqué. Malgré cela, les services continuent de fonctionner, bien que cela soit avec de nombreuses difficultés. Pour l'instant, aucune autre information n'a été fournie. Des détails supplémentaires sur l'incident seront partagés prochainement.|Le CPAS de Charleroi subit une attaque informatique: tout le système est bloqué...|https://www.sudinfo.be/id699975/article/2023-08-21/le-cpas-de-charleroi-subit-une-attaque-informatique-tout-le-systeme-est-bloque
2023-08-21|St Helens Council|sthelens.gov.uk|GBR|"Le conseil local de St Helens a été victime d'une cyberattaque présumée par ransomware, affectant ses systèmes et réseaux informatiques. L'incident a été identifié le lundi 21 août et des experts en cybersécurité ont été alertés pour enquêter. Le conseil a mis en place des mesures de sécurité pour protéger ses réseaux informatiques et continue de fournir des services via son site web. Les résidents sont invités à être vigilants en ligne et à se méfier des communications qu'ils pourraient recevoir du conseil. Le conseil a également mis en garde contre les escroqueries en ligne, notamment les emails de phishing qui semblent réels et demandent des informations sensibles.
"|"St Helens Council hit by suspected Ransomware cyber attack | St Helens Star"|https://www.sthelensstar.co.uk/news/23740281.st-helens-council-hit-suspected-ransomware-cyber-attack/
2023-08-21|Hosteur|hosteur.ch|CHE|Le 21 août 2023, Hosteur se dit victime d'une cyberattaque avec cryptolocker. Sur Twitter, l'entreprise assure que ses équipes sont pleinement mobilisées et fait état de retours de congés en urgence pour faire face à la situation de crise.|none|https://twitter.com/hosteur_travaux/status/1693554557337399377
2023-08-21|Carbon County|carboncountrypa.gov|USA|"Le système informatique du comté de Carbon a récemment subi une cyberattaque. L'incident, une attaque par rançongiciel, a été détecté lundi matin et annoncé par le président des commissaires, Wayne Nothstein. Dès la découverte de la violation, les responsables ont commencé à enquêter, à restaurer les opérations et à déterminer les effets de l'incident. Le comté a également fait appel à une entreprise nationalement reconnue en cybersécurité et en informatique légale pour mener l'enquête. Certains services en ligne pourraient être temporairement indisponibles jusqu'à ce que tout soit rectifié.
"|Carbon hit with cyber attack - Times News Online|https://www.tnonline.com/20230823/carbon-hit-with-cyber-attack/
2023-08-21|Digital ID|digitalid.co.uk|GBR|La société Digital ID, spécialisée dans la création de cartes de mandat pour la police métropolitaine (Met) de Londres, a été la cible d'une cyberattaque, vraisemblablement menée depuis l'étranger. Les pirates ont envoyé une demande de rançon au directeur de l'entreprise depuis un serveur étranger. Ils ont réussi à voler des informations détaillées sur les 47 000 policiers et employés civils de la Met, y compris des photos, des noms, des grades, des statuts de vérification, des numéros de paie et des détails de sécurité à partir d'une puce sur les cartes d'identité. L'incident a suscité des critiques, certains se demandant pourquoi une tâche aussi|"Hackers who targeted company which makes warrant cards for Met Police thought to be overseas | The Sun"|https://www.thesun.co.uk/news/23684212/hackers-warrant-cards-met-police-overseas/
2023-08-20|Kansai Nerolac Ltd.|nerolac.com|IND|Kansai Nerolac Ltd., l'une des plus grandes entreprises de fabrication de peinture en Inde, a signalé une attaque de ransomware dimanche soir. L'infrastructure informatique de l'entreprise a été ciblée par cette cyberattaque. L'incident a affecté quelques systèmes, mais l'équipe technique de l'entreprise, avec l'aide d'experts en cybersécurité, a rapidement réagi pour atténuer l'impact. La société travaille activement à la restauration des systèmes affectés. L'impact financier de cette attaque de ransomware n'a pas été divulgué.|Kansai Nerolac reports ransomware indicent on Sunday, financial impact undisclosed|https://www.cnbctv18.com/market/stocks/kansai-nerolac-paints-share-price-cyber-crime-ransomware-attack-financial-impact-q1-results-17585291.htm
2023-08-20|Singing River Health System|singingriverhealthsystem.org|USA|"Les responsables du Singing River Health System ont détecté une activité inhabituelle dans leur réseau, indiquant une éventuelle cyberattaque. Ils travaillent avec des spécialistes tiers pour enquêter sur la source de cette perturbation et confirmer son impact sur leurs systèmes. Le système de santé continue de voir des patients et des procédures de temps d'arrêt sont en place. L'équipe de sécurité informatique travaille sans relâche pour enquêter sur la situation et mettre en œuvre les mesures de sécurité nécessaires. L'enquête pour déterminer la nature et l'étendue de l'incident est en cours et le SRHS n'est pas en mesure de commenter davantage à ce stade.
"|Potential cyberattack throughout Singing River Health System|https://www.wlox.com/2023/08/20/potential-cyberattack-throughout-singing-river-health-system/
2023-08-19|A1|a1.net|AUT|Je suis désolé, mais l'extrait que vous avez fourni ne contient pas suffisamment d'informations pour résumer l'article. Il semble que l'article concerne une cyberattaque qui a eu lieu en Autriche, où des hackers ont demandé une rançon à A1, mais sans plus de détails, je ne peux pas fournir un résumé précis. Pourriez-vous fournir plus d'informations ou le texte intégral de l'article ?|"Cyber-Abwehr aktiv - Hacker richten mysteriöse Lösegeldforderung an A1 | krone.at"|https://www.krone.at/3092242
2023-08-18|Energy One Limited|energyone.com.au|AUS|Le 18 août 2023, Energy One Limited a découvert qu'une cyberattaque avait touché ses systèmes d'entreprise en Australie et au Royaume-Uni. En réponse, l'entreprise a agi rapidement pour minimiser les effets, a fait appel à des experts en cybersécurité et a informé les autorités compétentes. La sécurité de ses employés, clients et systèmes est une priorité pour Energy One. Une enquête est en cours pour déterminer l'étendue des systèmes affectés. Pour renforcer la sécurité des clients, certains liens entre systèmes ont été désactivés. Les mesures prises par Energy One et l'enquête se poursuivent.|EOL Cyber Incident and Update|https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02699435-2A1467437?access_token=83ff96335c2d45a094df02a206a39ff4
2023-08-18|AzeroCloud|azerocloud.dk|DNK|"La société de cloud computing AzeroCloud a été victime d'une attaque de ransomware, au cours de laquelle les pirates ont réussi à crypter et bloquer l'accès à une grande partie des données de l'entreprise. En conséquence, la plupart des clients d'AzeroCloud ont perdu toutes leurs données. Parmi les victimes figure Chili Klaus, une entreprise de vente de produits à base de chili, qui a perdu l'accès à sa boutique en ligne et à son système de messagerie. AzeroCloud a informé ses clients que les pirates avaient réussi à crypter tous les disques des serveurs ainsi que leurs systèmes de sauvegarde primaire et secondaire. Selon le correspondant technologique de DR, Henrik Moltke, ce type d'attaque peut ""dé"|"Al data forsvundet i ransomware-angreb - Chili Klaus har mistet alt | Indland | DR"|https://www.dr.dk/nyheder/indland/al-data-forsvundet-i-ransomware-angreb-chili-klaus-har-mistet-alt
2023-08-17|Poste Italiane|poste.it|ITA|Poste Italiane, la société de services postaux italienne, a subi une attaque de ransomware avec une menace de publication de données sensibles sur le dark web si une rançon n'est pas payée. La société a remarqué des activités anormales sur ses systèmes, interrompant le fonctionnement de certains serveurs et postes de travail à travers l'Italie. Les contrôles internes ont permis de restaurer partiellement les services et de vérifier la disponibilité des archives de sauvegarde des systèmes. Actuellement, seules les données internes sont concernées et les cybercriminels ont été éliminés des systèmes de Poste Italiane. Le groupe de hackers Medusa Locker demande 10 000 dollars pour retarder la publication des données d'un jour.|Attacco hacker a Poste Italiane: riscatto o pubblicazione dati|https://www.punto-informatico.it/attacco-hacker-a-poste-italiane-riscatto-o-pubblicazione-dati/
2023-08-17|La mairie de Sartrouville|sartrouville.fr|FRA|"La mairie de Sartrouville a été victime d'une cyberattaque par ransomware nommé ""Medusa"", qui a paralysé ses services en cryptant toutes les données. Les hackers demandent une rançon pour débloquer le système. Les serveurs internes de la mairie, qui contiennent des informations sensibles, ont été touchés. Le préjudice provisoire est estimé à 200 000 euros. La mairie a déposé plainte et les enquêteurs de la brigade de lutte contre la cybercriminalité de la police judiciaire de Paris sont chargés des investigations.
"|Cyberattaques : la mairie de Sartrouville paralysée par des hackers - Le Parisien|https://www.leparisien.fr/yvelines-78/cyberattaques-la-mairie-de-sartrouville-paralysee-par-des-hackers-18-08-2023-OXH2PLRX5JACPMODLW5LR55FFQ.php
2023-08-16|Le consortium de bonification de l'Emilia Centrale|emiliacentrale.it|ITA|Le système informatique du consortium de bonification de l'Emilia Centrale en Italie a été victime d'une cyberattaque. Les pirates informatiques ont demandé une rançon d'un million et cent mille euros en échange de la restauration des données, menaçant de les détruire en cas de non-paiement. Suite à l'attaque, les ordinateurs sont tombés en panne et les imprimantes ne produisaient que des feuilles avec la demande de rançon. Le directeur, Domenico Turazza, a déclaré que les services tels que les lignes téléphoniques fixes, l'e-mail et les numéros d'urgence ont été rapidement rétablis. Les techniciens informatiques travaillent à la récupération des données perdues, estimées à|Reggio Emilia, attacco hacker ai computer della Bonifica|https://www.ilrestodelcarlino.it/reggio-emilia/cronaca/reggio-emilia-attacco-hacker-ai-computer-della-bonifica-a28c2d6d
2023-08-15|Cleveland City Schools|clevelandcityschools.org|USA|Les écoles de la ville de Cleveland ont été victimes d'une attaque de ransomware le mardi 15 août, affectant moins de 5% des appareils connectés au réseau de l'école. Malgré cette attaque, la majorité des appareils utilisés par les élèves, le personnel et les enseignants n'ont pas été touchés, assurant ainsi la continuité des opérations. Les données sensibles, y compris les données PowerSchool, sont stockées en toute sécurité hors site et il n'y a aucune indication d'une violation des données des élèves, du personnel ou des parents. Aucun appareil étudiant n'a été victime de cet incident. L'école a activé son plan de réponse aux incidents cybernétiques et travaille avec le département de police|"Cleveland City Schools responds to ransomware attack, ensures data security and learning continuity | Local News | local3news.com"|https://www.local3news.com/local-news/cleveland-city-schools-responds-to-ransomware-attack-ensures-data-security-and-learning-continuity/article_2dcd2956-3bc3-11ee-80c3-0f7ad106336f.html
2023-08-14|Clorox|clorox.com|USA|"La société Clorox a annoncé le lundi avoir été victime d'une cyberattaque qui a perturbé certaines de ses opérations commerciales. En réponse à cette attaque, l'entreprise a déconnecté certains systèmes suite à une activité non autorisée. Clorox a mis en œuvre des solutions de contournement pour certaines opérations hors ligne afin de continuer à servir ses clients. La société a également fait appel à des experts en cybersécurité tiers pour soutenir ses efforts d'enquête et de récupération. Enfin, Clorox collabore avec les forces de l'ordre pour résoudre le problème qui a affecté certains de ses systèmes informatiques.
"|"Clorox says certain business operations disrupted in cyber attack | Reuters"|https://www.reuters.com/business/retail-consumer/clorox-says-certain-business-operations-disrupted-cyber-attack-2023-08-14/
2023-08-14|Prince George's County Public Schools|pgcps.org|USA|Lundi matin, les écoles publiques du comté de Prince George ont été victimes d'une cyberattaque. Selon PGCPS, l'attaque a affecté 4 500 comptes utilisateurs sur 180 000, principalement des comptes de personnel. Les principaux systèmes d'information pour les entreprises et les étudiants, Oracle et SchoolMAX, ne semblent pas avoir été touchés. Bien que de nombreux systèmes réseau aient été restaurés, tous les utilisateurs devront réinitialiser leurs mots de passe le 15 août. PGCPS contactera les utilisateurs affectés par l'attaque dans les prochains jours avec plus d'informations concernant leurs comptes, en attente d'un examen plus approfondi par une équipe d'experts en cybers|Prince George's County Public Schools impacted by cyberattack|https://www.wmar2news.com/local/prince-georges-county-public-schools-impacted-by-cyberattack
2023-08-13|Swan Retail|swanretail.co.uk|GBR|Environ 300 détaillants indépendants ont été touchés par une cyberattaque chez le fournisseur informatique Swan Retail, ce qui a affecté leur capacité à commercer en ligne, à traiter les paiements et à honorer les commandes depuis dimanche, selon les informations de Retail Week.|"Exclusive: 300 independent retailers affected by cyber attack | News | Retail Week"|https://www.retail-week.com/tech/exclusive-300-independent-retailers-affected-by-cyber-attack/7044384.article
2023-08-13|Verlagsgruppe in München|verlagsgruppe-muenchen.de|DEU|"Une cyberattaque a visé une maison d'édition à Munich, avec des données potentiellement dérobées et déposées sur le Darknet. Des personnalités telles que Bettina Wulff, Uli Hoeneß ou Bushido, qui ont publié leurs biographies chez cet éditeur, n'ont cependant pas à s'inquiéter. Selon Setzler, l'éditeur ne conserve généralement pas les données des célébrités. Les contrats sont établis avec les agences représentant ces auteurs. Il a fourni ces informations lors d'une interview avec ""AZ""."|"Hacker-Angriff auf Verlagsgruppe in München: Daten im Darknet? | Exxpress"|https://exxpress.at/hacker-angriff-auf-verlagsgruppe-in-muenchen-daten-im-darknet/
2023-08-12|Econocom|econocom.fr|FRA|Les groupes de cyber-délinquants GhostSec et Stormous revendiquent un vol de plus de 70 giga-octets de données sur le système d’information d’Econocom. Certains fichiers semblent trop récents pour être issus du vol de données par le groupe Pysa en 2020, suggérant une nouvelle intrusion. Econocom n'a pas répondu aux demandes de commentaires, mais GhostSec a confirmé qu'il s'agissait d'une nouvelle cyberattaque. Depuis, de nouveaux fichiers ont commencé à être divulgués sur le site de Stormous. Econocom a finalement réagi en annonçant une alerte de cybersécurité sans impact significatif à ce stade, indiquant que la compromission se limite à un dossier part|"Stormous et GhostSec tentent de faire chanter Econocom | LeMagIT"|https://www.lemagit.fr/actualites/366549472/Stormous-et-GhostSec-tentent-de-faire-chanter-Econocom
2023-08-12|Rivers Casino Des Plaines|riverscasino.com|USA|Des pirates informatiques ont réussi à accéder aux informations personnelles sensibles de nombreux joueurs et employés du Rivers Casino dans l'Illinois lors d'une cyberattaque survenue mi-août, mais découverte seulement début novembre. Parmi les données potentiellement compromises figurent les numéros de sécurité sociale, les adresses, les dates de naissance et les numéros de permis de conduire. Le casino a pris des mesures pour contenir la menace et sécuriser ses systèmes, et il n'y a pas encore de signes de fraude ou de vol d'identité suite à cette brèche.|Hackers get social security numbers, other info in Rivers Casino cyberattack - Chicago Sun-Times|https://chicago.suntimes.com/2023/11/17/23965433/rivers-casino-data-breach-des-plaines-hackers
2023-08-11|Neogy|neogy.it|ITA|"L'entreprise Neogy, qui installe des stations de recharge pour voitures électriques en Sud Tyrol, a été victime d'une cyberattaque. Les pirates informatiques ont réussi à voler des données clients telles que le nom, l'adresse, le numéro de téléphone, l'e-mail et le mot de passe. Selon les rapports des médias, le mot de passe est crypté et donc difficile à accéder. Cependant, Neogy recommande à ses clients de changer immédiatement leur mot de passe. Dans les semaines à venir, l'entreprise sud-tyrolienne prévoit de mettre à jour son portail utilisateur et son application.
"|Hackerangriff auf Südtiroler E-Ladestationen-Ausrüster Neogy - Südtirol News|https://www.suedtirolnews.it/chronik/hackerangriff-auf-suedtiroler-e-ladestationen-ausruester-neogy
2023-08-11|Freeport-McMoRan Inc.|freeport.com|USA|"Freeport-McMoRan Inc., une importante société minière internationale, enquête sur un incident de cybersécurité affectant ses systèmes d'information. L'entreprise évalue l'impact de l'incident et met en œuvre des mesures proactives pour y faire face, en collaboration avec des experts tiers et les forces de l'ordre. Jusqu'à présent, l'incident a eu un impact limité sur la production. Des solutions transitoires sont en cours de planification et de mise en œuvre pour sécuriser les systèmes d'information le plus rapidement possible. Une perturbation prolongée pourrait affecter les opérations futures de l'entreprise.
"|Freeport-McMoRan Inc. - Freeport-McMoRan Investigating Cybersecurity Incident|https://investors.fcx.com/investors/news-releases/news-release-details/2023/Freeport-McMoRan-Investigating-Cybersecurity-Incident/default.aspx
2023-08-09|Rapattoni|rapattoni.com|USA|Une cyberattaque de type ransomware a perturbé le Multiple Listing Service (MLS) de Rapattoni, un outil en ligne essentiel pour les agents immobiliers, rendant les nouvelles annonces immobilières et les portes ouvertes introuvables et certaines données inaccessibles. L'attaque a eu lieu mercredi et a affecté le service à travers tout le pays. Megan Pomponio, une agente immobilière, a déclaré que la panne du MLS a limité les informations disponibles, retardant les annonces et la communication entre les agents et les courtiers. BAREIS, le MLS régional pour le comté de Marin, a indiqué qu'il pourrait s'écouler plusieurs jours avant que le problème ne soit résolu. En attendant, des solutions alternatives ont été proposées pour permettre aux courtiers|Bay Area realty agents frustrated after cyber attack hobbles MLS|https://www.marinij.com/2023/08/11/bay-area-realty-agents-frustrated-after-cyber-attack-hobbles-mls/
2023-08-08|Fondation de Verdeil|verdeil.ch|CHE|"La Fondation de Verdeil, la plus grande institution semi-gouvernementale pour les mineurs dans le canton de Vaud, a été victime d'une cyberattaque le 8 août, avec un serveur crypté et des perturbations dans les opérations, en particulier dans les bureaux et la communication. La directrice générale, Corinne Noth, a confirmé que l'organisation avait immédiatement contacté ses prestataires de services informatiques, des spécialistes de la sécurité et les autorités locales et fédérales. Le groupe de cybercriminels ""NoEscape"" a revendiqué l'attaque, affirmant avoir volé 40 Go de données, y compris des documents médicaux, des photos d'enfants et d'autres informations sensibles. Un ultimatum est en"|Cyberangriff auf die grösste sonderpädagogische Einrichtung im Kanton Waadt|https://www.inside-it.ch/cyberangriff-auf-die-groesste-sonderpaedagogische-einrichtung-im-kanton-waadt-20230817
2023-08-07|Centre médical Mayanei Hayeshua|mayaneihayeshua.org|ISR|"Le Centre médical Mayanei Hayeshua en Israël a été victime d'une cyberattaque qui a perturbé ses services, notamment en désactivant les systèmes informatiques de tenue de dossiers. Les auteurs de l'attaque ne sont pas encore identifiés. En raison de l'attaque, l'hôpital n'accepte pas de nouveaux patients dans les cliniques externes et les centres d'imagerie. Un rapport a révélé que les hôpitaux israéliens ont été ""significativement piratés"" 13 fois, avec 10 de ces piratages étant ""du niveau le plus sévère"". Le rapport recommande que le ministère de la Santé joue un rôle plus actif dans l'application de normes de cy"|Israel hospital hacking disrupts services; Cyberattackers unknown - Israel News - The Jerusalem Post|https://www.jpost.com/breaking-news/article-754032
2023-08-07|Oniris|oniris-nantes.fr|FRA|L'école nationale vétérinaire, agroalimentaire et de l'alimentation de Nantes, Oniris, a été victime d'une cyberattaque le lundi 7 août. Les données copiées par les attaquants comprennent les noms, prénoms et adresses mail professionnelles du personnel de l'établissement. Une plainte a été déposée et une notification de violation de données personnelles a été envoyée à la Commission nationale de l'informatique et des libertés. L'école a assuré qu'aucun chiffrement de données ou ransomware n'a été détecté et a verrouillé son système informatique, rendant les adresses e-mail Oniris inutilisables. Malgré l'attaque, les lignes téléphoniques et la|L’école vétérinaire de Nantes touchée par une cyberattaque|https://www.ouest-france.fr/pays-de-la-loire/nantes-44000/lecole-veterinaire-de-nantes-touchee-par-une-cyberattaque-42575f66-3de1-11ee-9733-6ec1a60d0098
2023-08-06|Le Service de Santé de Madeira (Sesaram)|sesaram.pt|PRT|"Le Service de Santé de Madeira (Sesaram) au Portugal a été la cible d'une cyberattaque qui a provoqué une ""dysfonction de son réseau informatique"", entraînant la suspension des activités cliniques non urgentes. L'attaque a été décrite comme délibérée et malveillante, visant à perturber le fonctionnement normal du service de santé régional. Le fonctionnement interne de l'organisme a été affecté, notamment le service d'urgence de l'Hôpital Dr. Nélio Mendonça à Funchal. L'incident a été signalé au Centre National de Cybersécurité et à la Commission Nationale de Protection des Données, et a été dénoncé aux autorités policières compétentes. Sesaram travaille"|Ciberataque força suspensão de atividade clínica no Serviço de Saúde da Madeira - Sociedade - Correio da Manhã|https://www.cmjornal.pt/sociedade/detalhe/20230806-2258-ciberataque-forca-suspensao-de-atividade-clinica-no-servico-de-saude-da-madeira
